ensembl_id	gene_name	gene_exon_size	mean_TPM
ENSG00000139344.6	AMDHD1	2686	3.494
ENSG00000162066.13	AMDHD2	4366	15.296
ENSG00000125363.13	AMELX	835	0.011
ENSG00000099721.12	AMELY	844	0.149
ENSG00000159461.13	AMFR	5758	31.241
ENSG00000104899.5	AMH	2587	0.376
ENSG00000135409.9	AMHR2	3518	0.19
ENSG00000160593.16	AMICA1	8587	24.544
ENSG00000181754.6	AMIGO1	5144	1.293
ENSG00000139211.6	AMIGO2	3956	11.068
ENSG00000176020.8	AMIGO3	2862	5.441
ENSG00000101935.8	AMMECR1	6516	26.852
ENSG00000144233.8	AMMECR1L	4761	22.303
ENSG00000166126.9	AMN	4646	0.122
ENSG00000151743.9	AMN1	3195	13.144
ENSG00000126016.12	AMOT	8502	0.132
ENSG00000166025.16	AMOTL1	10035	0.754
ENSG00000114019.13	AMOTL2	5984	0.057
ENSG00000116748.18	AMPD1	2496	0.837
ENSG00000116337.14	AMPD2	6823	23.409
ENSG00000133805.14	AMPD3	6793	14.05
ENSG00000078053.15	AMPH	5636	4.539
ENSG00000145020.13	AMT	4561	27.82
ENSG00000187689.8	AMTN	1037	0.707
ENSG00000237763.8	AMY1A	2505	0.261
ENSG00000243480.6	AMY2A	1898	0.193
ENSG00000240038.5	AMY2B	7491	36.58
ENSG00000174945.12	AMZ1	7011	0.325
ENSG00000196704.10	AMZ2	4214	21.304
ENSG00000214174.7	AMZ2P1	3858	21.536
ENSG00000153107.10	ANAPC1	13327	12.39
ENSG00000164162.11	ANAPC10	3418	29.255
ENSG00000141552.16	ANAPC11	4027	8.52
ENSG00000129055.11	ANAPC13	2359	29.321
ENSG00000166295.7	ANAPC16	4324	119.222
ENSG00000176248.8	ANAPC2	5447	8.393
ENSG00000053900.9	ANAPC4	7494	23.266
ENSG00000089053.11	ANAPC5	12304	47.909
ENSG00000196510.11	ANAPC7	6009	33.249
ENSG00000214274.8	ANG	1430	0.623
ENSG00000013523.8	ANGEL1	6414	8.553
ENSG00000174606.11	ANGEL2	7279	27.101
ENSG00000154188.8	ANGPT1	7128	0.446
ENSG00000091879.12	ANGPT2	6775	4.927
ENSG00000101280.7	ANGPT4	4676	1.123
ENSG00000116194.11	ANGPTL1	3403	0.92
ENSG00000136859.8	ANGPTL2	3889	0.743
ENSG00000132855.4	ANGPTL3	3250	0.242
ENSG00000167772.10	ANGPTL4	2482	0.738
ENSG00000187151.6	ANGPTL5	2368	0.871
ENSG00000130812.9	ANGPTL6	2181	94.459
ENSG00000171819.4	ANGPTL7	2238	1.324
ENSG00000029534.18	ANK1	10799	0.624
ENSG00000145362.15	ANK2	18212	0.046
ENSG00000151150.19	ANK3	25614	3.738
ENSG00000151687.13	ANKAR	5758	2.622
ENSG00000166839.15	ANKDD1A	5042	123.641
ENSG00000153930.9	ANKFN1	6923	1.672
ENSG00000185722.15	ANKFY1	14120	23.093
ENSG00000154122.11	ANKH	10865	27.375
ENSG00000254996.4	ANKHD1-EIF4EBP3	11385	37.968
ENSG00000131503.19	ANKHD1	11124	54.824
ENSG00000001629.8	ANKIB1	7130	28.03
ENSG00000170209.4	ANKK1	2598	1.3
ENSG00000160117.13	ANKLE1	3569	1.826
ENSG00000176915.13	ANKLE2	17517	14.026
ENSG00000144504.14	ANKMY1	11477	8.383
ENSG00000106524.7	ANKMY2	2854	27.11
ENSG00000164331.8	ANKRA2	2659	40.283
ENSG00000148677.6	ANKRD1	1979	0.539
ENSG00000088448.13	ANKRD10	4563	97.155
ENSG00000167522.13	ANKRD11	16949	18.997
ENSG00000101745.14	ANKRD12	12252	24.536
ENSG00000076513.15	ANKRD13A	7350	35.133
ENSG00000198720.11	ANKRD13B	3971	5.389
ENSG00000118454.11	ANKRD13C	4595	3.037
ENSG00000172932.13	ANKRD13D	6643	19.348
ENSG00000134461.14	ANKRD16	3059	3.254
ENSG00000132466.16	ANKRD17	12041	10.258
ENSG00000180071.17	ANKRD18A	5530	9.005
ENSG00000230453.8	ANKRD18B	5857	0.536
ENSG00000226435.9	ANKRD18DP	3449	0.336
ENSG00000187984.11	ANKRD19P	2947	46.969
ENSG00000165887.10	ANKRD2	1451	0.578
ENSG00000215559.7	ANKRD20A11P	4842	0.255
ENSG00000276203.3	ANKRD20A3	7672	0.184
ENSG00000172014.12	ANKRD20A4	4510	0.432
ENSG00000186481.14	ANKRD20A5P	5287	1.054
ENSG00000229089.5	ANKRD20A8P	7042	0.03
ENSG00000206192.7	ANKRD20A9P	2978	0.498
ENSG00000152766.5	ANKRD22	1733	2.037
ENSG00000163126.13	ANKRD23	4116	7.789
ENSG00000089847.11	ANKRD24	4474	1.965
ENSG00000107890.15	ANKRD26	7941	6.773
ENSG00000261239.5	ANKRD26P1	6411	0.412
ENSG00000237636.2	ANKRD26P3	2748	0.762
ENSG00000105186.13	ANKRD27	7855	19.892
ENSG00000206560.9	ANKRD28	11279	7.146
ENSG00000154065.15	ANKRD29	6391	0.601
ENSG00000148513.16	ANKRD30A	5015	1.09
ENSG00000180777.12	ANKRD30B	5982	0.093
ENSG00000163046.14	ANKRD30BL	4947	0.384
ENSG00000224309.6	ANKRD30BP2	5110	0.165
ENSG00000145700.8	ANKRD31	6273	1.681
ENSG00000133302.11	ANKRD32	7185	13.488
ENSG00000167612.11	ANKRD33	3705	0
ENSG00000164236.10	ANKRD33B	9783	4.996
ENSG00000272031.2	ANKRD34A	3677	2.662
ENSG00000189127.6	ANKRD34B	4024	0.002
ENSG00000235711.4	ANKRD34C	4951	0.02
ENSG00000198483.11	ANKRD35	3363	1.282
ENSG00000135976.15	ANKRD36	9670	1.611
ENSG00000196912.11	ANKRD36B	6771	8.756
ENSG00000214262.4	ANKRD36BP1	1779	17.002
ENSG00000230006.6	ANKRD36BP2	8042	2.578
ENSG00000186352.7	ANKRD37	2580	12.7
ENSG00000213337.7	ANKRD39	5330	7.472
ENSG00000154945.6	ANKRD40	4849	24.462
ENSG00000137494.12	ANKRD42	6724	7.301
ENSG00000065413.15	ANKRD44	11665	82.035
ENSG00000183831.6	ANKRD45	2911	0.147
ENSG00000186106.10	ANKRD46	5820	5.223
ENSG00000168876.7	ANKRD49	3526	27.715
ENSG00000151458.10	ANKRD50	8794	0.506
ENSG00000139645.9	ANKRD52	8820	25.514
ENSG00000144031.10	ANKRD53	2526	0.996
ENSG00000100124.11	ANKRD54	4487	17.837
ENSG00000164512.16	ANKRD55	2979	6.821
ENSG00000135299.15	ANKRD6	8329	1.707
ENSG00000189295.12	ANKRD62P1-PARP4P3	1181	0.669
ENSG00000230778.1	ANKRD63	1143	0
ENSG00000235098.7	ANKRD65	2644	0.12
ENSG00000106013.11	ANKRD7	1631	0.739
ENSG00000156381.7	ANKRD9	7215	0.245
ENSG00000064999.13	ANKS1A	6777	0.18
ENSG00000185046.17	ANKS1B	11053	3.295
ENSG00000168096.13	ANKS3	7868	3.431
ENSG00000175311.6	ANKS4B	4352	0.089
ENSG00000165138.15	ANKS6	8804	5.533
ENSG00000206199.8	ANKUB1	6539	0.166
ENSG00000163516.12	ANKZF1	6119	35.583
ENSG00000011426.9	ANLN	6012	2.815
ENSG00000131620.16	ANO1	6021	0.196
ENSG00000160746.11	ANO10	5287	8.386
ENSG00000047617.13	ANO2	6255	1.035
ENSG00000134343.11	ANO3	7700	0.809
ENSG00000151572.15	ANO4	4997	2.223
ENSG00000171714.10	ANO5	6900	0.677
ENSG00000177119.14	ANO6	8235	22.837
ENSG00000146205.12	ANO7	5695	0.323
ENSG00000074855.9	ANO8	4979	10.461
ENSG00000185101.11	ANO9	6207	61.045
ENSG00000140350.14	ANP32A	7544	62.151
ENSG00000259516.2	ANP32AP1	1074	0.095
ENSG00000136938.8	ANP32B	1850	401.596
ENSG00000248546.3	ANP32C	705	0.073
ENSG00000139223.2	ANP32D	960	0.002
ENSG00000143401.13	ANP32E	3605	69.168
ENSG00000166825.12	ANPEP	4871	8.013
ENSG00000169604.18	ANTXR1	8185	0.93
ENSG00000163297.15	ANTXR2	9864	17.816
ENSG00000274209.3	ANTXRL	3101	0.361
ENSG00000135046.12	ANXA1	4561	342.639
ENSG00000109511.9	ANXA10	1812	2.538
ENSG00000122359.16	ANXA11	8513	72.988
ENSG00000104537.15	ANXA13	3806	0.428
ENSG00000182718.15	ANXA2	8824	74.691
ENSG00000213406.3	ANXA2P1	926	0.35
ENSG00000231991.4	ANXA2P2	1020	1.308
ENSG00000216740.2	ANXA2P3	1008	0.019
ENSG00000138772.11	ANXA3	5123	0.434
ENSG00000196975.13	ANXA4	9946	13.542
ENSG00000164111.13	ANXA5	3034	163.515
ENSG00000197043.12	ANXA6	5427	301.457
ENSG00000138279.14	ANXA7	2862	110.688
ENSG00000265190.5	ANXA8	4955	0.293
ENSG00000264230.6	ANXA8L1	7179	0.203
ENSG00000143412.8	ANXA9	1826	14.611
ENSG00000136250.10	AOAH	3510	265.294
ENSG00000131480.7	AOC2	2657	1.83
ENSG00000131471.5	AOC3	4524	0.687
ENSG00000138356.12	AOX1	5556	0.46
ENSG00000243478.6	AOX2P	3932	1.923
ENSG00000138660.10	AP1AR	3444	17.924
ENSG00000100280.15	AP1B1	6721	15.793
ENSG00000234479.2	AP1B1P1	827	0.928
ENSG00000166747.11	AP1G1	10980	37.52
ENSG00000213983.10	AP1G2	6897	65.02
ENSG00000072958.7	AP1M1	14371	10.639
ENSG00000129354.10	AP1M2	2214	0.839
ENSG00000106367.12	AP1S1	1539	26.959
ENSG00000182287.12	AP1S2	5454	22.652
ENSG00000152056.15	AP1S3	4284	6.673
ENSG00000196961.11	AP2A1	8746	8.421
ENSG00000183020.12	AP2A2	9638	1.579
ENSG00000006125.15	AP2B1	7587	70.748
ENSG00000161203.12	AP2M1	4756	52.114
ENSG00000042753.10	AP2S1	1704	68.938
ENSG00000132842.12	AP3B1	7310	44.454
ENSG00000103723.11	AP3B2	8866	0.018
ENSG00000065000.14	AP3D1	8601	18.504
ENSG00000185009.11	AP3M1	5912	24.723
ENSG00000070718.10	AP3M2	6276	31.806
ENSG00000177879.13	AP3S1	3198	48.464
ENSG00000157823.15	AP3S2	9237	17.114
ENSG00000134262.11	AP4B1	5369	37.241
ENSG00000081014.9	AP4E1	7359	7.269
ENSG00000221838.8	AP4M1	4722	16.692
ENSG00000100478.13	AP4S1	7223	7.907
ENSG00000120868.12	APAF1	7908	19.153
ENSG00000107282.6	APBA1	11384	1.315
ENSG00000034053.13	APBA2	6869	4.685
ENSG00000011132.10	APBA3	5556	16.213
ENSG00000166313.17	APBB1	5244	17.769
ENSG00000077420.14	APBB1IP	3981	224.285
ENSG00000163697.15	APBB2	12956	0.625
ENSG00000113108.16	APBB3	4784	6.177
ENSG00000134982.15	APC	12440	8.407
ENSG00000115266.10	APC2	12610	2.518
ENSG00000154856.11	APCDD1	5943	0.209
ENSG00000198768.9	APCDD1L	3942	0.973
ENSG00000132703.3	APCS	926	0
ENSG00000164062.11	APEH	4669	58.555
ENSG00000100823.10	APEX1	1886	151.377
ENSG00000169188.4	APEX2	3245	14.667
ENSG00000117362.11	APH1A	3473	98.156
ENSG00000138613.12	APH1B	5494	10.027
ENSG00000166181.11	API5	4651	67.031
ENSG00000149089.11	APIP	5337	10.631
ENSG00000251503.6	APITD1-CORT	2301	7.732
ENSG00000175279.20	APITD1	1739	6.402
ENSG00000169621.8	APLF	7135	4.037
ENSG00000171388.11	APLN	3205	0.023
ENSG00000134817.10	APLNR	3738	0.038
ENSG00000105290.10	APLP1	3656	1.164
ENSG00000084234.15	APLP2	7451	18.291
ENSG00000118137.8	APOA1	1424	0.559
ENSG00000163382.10	APOA1BP	1933	88.271
ENSG00000158874.10	APOA2	945	0.283
ENSG00000110244.6	APOA4	1473	0
ENSG00000110243.10	APOA5	1938	0.033
ENSG00000084674.12	APOB	14828	0.11
ENSG00000111701.6	APOBEC1	889	1.992
ENSG00000124701.5	APOBEC2	1151	10.191
ENSG00000128383.11	APOBEC3A	2358	8.692
ENSG00000179750.14	APOBEC3B	1896	3.372
ENSG00000244509.3	APOBEC3C	2818	42.228
ENSG00000243811.6	APOBEC3D	2545	21.945
ENSG00000128394.15	APOBEC3F	3242	27.675
ENSG00000239713.6	APOBEC3G	5454	75.643
ENSG00000100298.14	APOBEC3H	1251	88.061
ENSG00000173627.7	APOBEC4	2653	0.032
ENSG00000184730.9	APOBR	3792	33.547
ENSG00000130208.8	APOC1	1231	0.791
ENSG00000214855.8	APOC1P1	938	0.212
ENSG00000234906.7	APOC2	1263	0.096
ENSG00000110245.10	APOC3	866	1.509
ENSG00000224916.7	APOC4-APOC2	1829	0.304
ENSG00000189058.7	APOD	2197	1.717
ENSG00000130203.8	APOE	2191	1.167
ENSG00000175336.9	APOF	1715	0.492
ENSG00000091583.9	APOH	1332	0.727
ENSG00000100342.19	APOL1	3519	44.387
ENSG00000128335.12	APOL2	3484	115.355
ENSG00000128284.18	APOL3	5901	18.274
ENSG00000100336.16	APOL4	4377	1.483
ENSG00000128313.2	APOL5	1438	0.317
ENSG00000221963.5	APOL6	10121	73.081
ENSG00000178878.11	APOLD1	7243	0.483
ENSG00000204444.9	APOM	1660	17.064
ENSG00000184831.12	APOO	1146	40.714
ENSG00000155008.12	APOOL	6548	7.632
ENSG00000256053.6	APOPT1	3932	14.519
ENSG00000142192.19	APP	6316	8.63
ENSG00000062725.8	APPBP2	9876	16.169
ENSG00000157500.9	APPL1	7033	20.614
ENSG00000136044.10	APPL2	5124	35.97
ENSG00000198931.9	APRT	1803	112.069
ENSG00000137074.17	APTX	3789	10.7
ENSG00000240583.9	AQP1	3274	0.302
ENSG00000143595.11	AQP10	2292	0.511
ENSG00000178301.3	AQP11	2396	8.963
ENSG00000184945.12	AQP12A	1742	0
ENSG00000185176.11	AQP12B	3303	0.002
ENSG00000167580.6	AQP2	4305	0.02
ENSG00000165272.13	AQP3	2928	27.744
ENSG00000171885.12	AQP4	5995	0.048
ENSG00000161798.6	AQP5	1885	0.07
ENSG00000086159.11	AQP6	5129	0.012
ENSG00000165269.11	AQP7	5253	0.452
ENSG00000186466.5	AQP7P1	1045	3.235
ENSG00000278122.1	AQP7P3	1049	0.283
ENSG00000103375.9	AQP8	1421	1.401
ENSG00000103569.8	AQP9	3235	2.664
ENSG00000172901.18	AQPEP	6636	0.121
ENSG00000021776.9	AQR	13528	19.798
ENSG00000169083.14	AR	12775	0.439
ENSG00000078061.11	ARAF	3535	29.01
ENSG00000186635.13	ARAP1	9056	40.276
ENSG00000047365.10	ARAP2	12428	73.587
ENSG00000120318.14	ARAP3	6186	4.034
ENSG00000198576.3	ARC	2991	0.441
ENSG00000095139.12	ARCN1	4177	62.362
ENSG00000109321.9	AREG	1648	3.086
ENSG00000143761.12	ARF1	3281	193.263
ENSG00000134287.8	ARF3	5002	53.785
ENSG00000168374.9	ARF4	2595	109.045
ENSG00000004059.9	ARF5	1871	75.734
ENSG00000165527.6	ARF6	3865	46.216
ENSG00000101199.11	ARFGAP1	6613	23.617
ENSG00000149182.13	ARFGAP2	5918	79.614
ENSG00000242247.9	ARFGAP3	3381	61.504
ENSG00000066777.7	ARFGEF1	10970	11.767
ENSG00000124198.8	ARFGEF2	8945	22.579
ENSG00000164144.13	ARFIP1	4290	17.904
ENSG00000132254.11	ARFIP2	5312	29.344
ENSG00000101246.18	ARFRP1	7627	13.782
ENSG00000118520.12	ARG1	1965	16.191
ENSG00000081181.6	ARG2	2418	61.155
ENSG00000186103.3	ARGFX	992	2.029
ENSG00000265293.2	ARGFXP2	949	2.073
ENSG00000134884.12	ARGLU1	4074	159.881
ENSG00000175220.10	ARHGAP1	6138	45.398
ENSG00000071205.10	ARHGAP10	10759	3.771
ENSG00000198826.9	ARHGAP11A	6428	10.992
ENSG00000187951.9	ARHGAP11B	9184	1.878
ENSG00000165322.16	ARHGAP12	5938	11.193
ENSG00000075884.11	ARHGAP15	7743	146.739
ENSG00000140750.15	ARHGAP17	9879	14.741
ENSG00000146376.9	ARHGAP18	4640	16.26
ENSG00000269891.2	ARHGAP19-SLIT1	4089	30.278
ENSG00000213390.9	ARHGAP19	6167	17.779
ENSG00000137727.11	ARHGAP20	7125	0.193
ENSG00000107863.15	ARHGAP21	10473	10.681
ENSG00000128805.13	ARHGAP22	6783	0.405
ENSG00000275832.3	ARHGAP23	8013	0.223
ENSG00000138639.16	ARHGAP24	7908	3.431
ENSG00000163219.10	ARHGAP25	5452	191.781
ENSG00000145819.14	ARHGAP26	13347	66.719
ENSG00000159314.10	ARHGAP27	10426	31.732
ENSG00000088756.11	ARHGAP28	11910	0.435
ENSG00000137962.11	ARHGAP29	15524	0.066
ENSG00000186517.12	ARHGAP30	5064	259.466
ENSG00000031081.9	ARHGAP31	9384	6.664
ENSG00000134909.17	ARHGAP32	12841	0.618
ENSG00000004777.17	ARHGAP33	5260	6.865
ENSG00000160007.16	ARHGAP35	11245	24.687
ENSG00000147256.9	ARHGAP36	3173	0.207
ENSG00000147799.10	ARHGAP39	4888	0.884
ENSG00000089820.14	ARHGAP4	5580	158.644
ENSG00000124143.9	ARHGAP40	3195	0.837
ENSG00000165895.16	ARHGAP42	6944	0.335
ENSG00000006740.15	ARHGAP44	9281	4.531
ENSG00000258655.2	ARHGAP5-AS1	1848	0.945
ENSG00000100852.11	ARHGAP5	10888	9.822
ENSG00000047648.20	ARHGAP6	7885	0.571
ENSG00000241484.8	ARHGAP8	4990	5.229
ENSG00000123329.16	ARHGAP9	5127	115.329
ENSG00000141522.10	ARHGDIA	2903	148.341
ENSG00000111348.7	ARHGDIB	2102	1321.469
ENSG00000242173.7	ARHGDIG	2429	0.02
ENSG00000076928.16	ARHGEF1	8636	160.953
ENSG00000104728.14	ARHGEF10	10792	0.89
ENSG00000074964.15	ARHGEF10L	7817	0.326
ENSG00000132694.17	ARHGEF11	8950	4.563
ENSG00000196914.7	ARHGEF12	24404	3.912
ENSG00000198844.9	ARHGEF15	5294	0.104
ENSG00000130762.13	ARHGEF16	5563	0.012
ENSG00000110237.3	ARHGEF17	9539	0.29
ENSG00000104880.16	ARHGEF18	6235	26.237
ENSG00000142632.15	ARHGEF19	3745	15.104
ENSG00000116584.16	ARHGEF2	9135	22.267
ENSG00000240771.5	ARHGEF25	3503	1.098
ENSG00000243069.6	ARHGEF26-AS1	6580	0.572
ENSG00000114790.11	ARHGEF26	5489	1.101
ENSG00000163947.10	ARHGEF3	6594	110.374
ENSG00000214694.9	ARHGEF33	5490	0.684
ENSG00000213214.4	ARHGEF35	2431	0.268
ENSG00000183111.10	ARHGEF37	5324	0.787
ENSG00000236699.7	ARHGEF38	7579	0.611
ENSG00000136002.15	ARHGEF4	10003	0.501
ENSG00000165801.8	ARHGEF40	8189	1.071
ENSG00000050327.13	ARHGEF5	5818	1.919
ENSG00000129675.14	ARHGEF6	6434	97.082
ENSG00000102606.16	ARHGEF7	11768	3.618
ENSG00000131089.12	ARHGEF9	7411	17.38
ENSG00000117713.16	ARID1A	9246	46.039
ENSG00000049618.20	ARID1B	16334	48.833
ENSG00000189079.14	ARID2	12127	1.269
ENSG00000116017.9	ARID3A	7210	4.245
ENSG00000179361.16	ARID3B	6212	1.581
ENSG00000205143.2	ARID3C	1411	0.388
ENSG00000032219.17	ARID4A	7568	18.573
ENSG00000054267.19	ARID4B	11073	56.413
ENSG00000196843.14	ARID5A	3565	70.595
ENSG00000150347.13	ARID5B	8164	61.224
ENSG00000166233.11	ARIH1	22880	43.888
ENSG00000177479.18	ARIH2	8017	85.432
ENSG00000120805.12	ARL1	4979	17.274
ENSG00000175414.6	ARL10	11459	0.863
ENSG00000152213.3	ARL11	3826	0.216
ENSG00000174225.13	ARL13A	1535	6.3
ENSG00000169379.14	ARL13B	4154	9.447
ENSG00000179674.3	ARL14	1294	0.041
ENSG00000185305.9	ARL15	3797	101.106
ENSG00000214087.7	ARL16	2597	56.56
ENSG00000185829.14	ARL17A	6845	22.243
ENSG00000273003.1	ARL2-SNX15	2392	45.337
ENSG00000213465.6	ARL2	2084	12.587
ENSG00000102931.6	ARL2BP	2155	90.477
ENSG00000138175.8	ARL3	3844	12.161
ENSG00000122644.11	ARL4A	3561	12.287
ENSG00000188042.7	ARL4C	4013	304.466
ENSG00000175906.4	ARL4D	1612	2.094
ENSG00000162980.15	ARL5A	6716	22.459
ENSG00000165997.4	ARL5B	7196	6.506
ENSG00000141748.11	ARL5C	3418	0.47
ENSG00000113966.8	ARL6	2261	9.287
ENSG00000170540.13	ARL6IP1	3666	104.198
ENSG00000182196.12	ARL6IP4	2781	104.825
ENSG00000144746.6	ARL6IP5	2522	226.392
ENSG00000177917.9	ARL6IP6	3349	27.774
ENSG00000143862.6	ARL8A	1975	70.561
ENSG00000134108.11	ARL8B	3576	79.281
ENSG00000196503.2	ARL9	1258	2.301
ENSG00000104442.8	ARMC1	3421	24.877
ENSG00000170632.12	ARMC10	4580	15.063
ENSG00000157343.7	ARMC12	1418	6.364
ENSG00000118690.11	ARMC2	4250	21.093
ENSG00000165309.12	ARMC3	6999	0.647
ENSG00000169126.14	ARMC4	4773	0.373
ENSG00000140691.15	ARMC5	5545	7.036
ENSG00000105676.12	ARMC6	4052	12.628
ENSG00000125449.5	ARMC7	2823	16.892
ENSG00000114098.16	ARMC8	9848	20.216
ENSG00000135931.16	ARMC9	9661	1.877
ENSG00000126947.10	ARMCX1	2141	0.482
ENSG00000184867.12	ARMCX2	3589	1.436
ENSG00000102401.18	ARMCX3	4239	5.507
ENSG00000196440.10	ARMCX4	13351	1.322
ENSG00000125962.13	ARMCX5	4911	3.36
ENSG00000198960.9	ARMCX6	2489	5.34
ENSG00000254636.1	ARMS2	818	0.324
ENSG00000143437.19	ARNT	6516	12.204
ENSG00000172379.17	ARNT2	7741	1.02
ENSG00000133794.16	ARNTL	6726	36.78
ENSG00000029153.13	ARNTL2	6983	2.009
ENSG00000241685.7	ARPC1A	2557	101.893
ENSG00000130429.11	ARPC1B	3979	140.262
ENSG00000163466.14	ARPC2	6562	231.241
ENSG00000111229.14	ARPC3	3025	286.76
ENSG00000250151.8	ARPC4-TTLL3	2765	389.717
ENSG00000241553.11	ARPC4	3608	169.745
ENSG00000162704.14	ARPC5	10624	43.612
ENSG00000136950.12	ARPC5L	3610	126.354
ENSG00000128989.9	ARPP19	6917	53.586
ENSG00000172995.15	ARPP21	10092	0.068
ENSG00000120500.16	ARR3	1729	4.251
ENSG00000137486.15	ARRB1	5828	34.166
ENSG00000141480.16	ARRB2	4372	213.276
ENSG00000197070.12	ARRDC1	3821	30.17
ENSG00000105643.8	ARRDC2	4637	80.141
ENSG00000113369.7	ARRDC3	4934	174.06
ENSG00000140450.8	ARRDC4	4072	1.527
ENSG00000205784.2	ARRDC5	1638	25.466
ENSG00000100299.16	ARSA	2932	13.269
ENSG00000113273.14	ARSB	7189	12.196
ENSG00000006756.14	ARSD	7030	4.309
ENSG00000157399.13	ARSE	2878	1.06
ENSG00000062096.13	ARSF	2204	1.395
ENSG00000141337.11	ARSG	6587	5.133
ENSG00000205667.2	ARSH	1875	0.715
ENSG00000183876.8	ARSI	3269	0.075
ENSG00000180801.12	ARSJ	5024	0.486
ENSG00000164291.15	ARSK	4314	0.737
ENSG00000129744.2	ART1	1467	1.226
ENSG00000156219.15	ART3	3278	1.792
ENSG00000111339.9	ART4	5214	0.057
ENSG00000167311.12	ART5	1691	0.019
ENSG00000117407.15	ARTN	2658	0.44
ENSG00000173409.12	ARV1	1987	16.889
ENSG00000099889.12	ARVCF	5621	0.897
ENSG00000004848.6	ARX	2876	0.085
ENSG00000214435.6	AS3MT	2404	6.459
ENSG00000104763.16	ASAH1	5051	37.887
ENSG00000188611.13	ASAH2	6985	0.012
ENSG00000204147.8	ASAH2B	4309	0.175
ENSG00000153317.13	ASAP1	8280	34.828
ENSG00000151693.8	ASAP2	7248	2.093
ENSG00000088280.17	ASAP3	4988	0.579
ENSG00000065802.10	ASB1	7410	16.246
ENSG00000146926.9	ASB10	2375	0.022
ENSG00000165192.12	ASB11	3140	0.771
ENSG00000198881.9	ASB12	1289	0.602
ENSG00000196372.11	ASB13	3003	3.074
ENSG00000239388.7	ASB14	3232	29.521
ENSG00000146809.11	ASB15	4879	0.467
ENSG00000161664.5	ASB16	2230	23.125
ENSG00000154007.6	ASB17	1107	0.638
ENSG00000182177.12	ASB18	5436	0.453
ENSG00000100628.10	ASB2	5040	3.491
ENSG00000005981.11	ASB4	4605	0.443
ENSG00000164122.7	ASB5	4064	0.489
ENSG00000148331.10	ASB6	4622	27.133
ENSG00000183475.11	ASB7	5397	21.221
ENSG00000177981.9	ASB8	4087	28.315
ENSG00000102048.14	ASB9	2363	0.835
ENSG00000258527.1	ASB9P1	793	0.447
ENSG00000138303.16	ASCC1	5586	24.095
ENSG00000100325.13	ASCC2	5416	48.15
ENSG00000112249.12	ASCC3	11731	8.931
ENSG00000139352.3	ASCL1	2472	0.148
ENSG00000183734.4	ASCL2	1852	7.848
ENSG00000176009.3	ASCL3	633	0.261
ENSG00000187855.5	ASCL4	2260	0.232
ENSG00000111875.7	ASF1A	2517	31.848
ENSG00000105011.7	ASF1B	2304	12.273
ENSG00000141505.10	ASGR1	3748	0.445
ENSG00000161944.15	ASGR2	2490	2.637
ENSG00000116539.9	ASH1L	13296	14.224
ENSG00000129691.14	ASH2L	5910	20.356
ENSG00000101440.8	ASIP	778	0.761
ENSG00000126522.15	ASL	3195	28.477
ENSG00000198356.10	ASNA1	1652	58.563
ENSG00000070669.15	ASNS	4455	51.401
ENSG00000138381.8	ASNSD1	2504	58.399
ENSG00000108381.9	ASPA	5854	0.073
ENSG00000204653.8	ASPDH	1653	1.472
ENSG00000166183.14	ASPG	6125	0.1
ENSG00000198363.14	ASPH	20047	1.426
ENSG00000174939.9	ASPHD1	2312	50.477
ENSG00000128203.6	ASPHD2	3357	9.084
ENSG00000066279.15	ASPM	10938	3.985
ENSG00000106819.10	ASPN	2470	1.302
ENSG00000244617.2	ASPRV1	2177	2.844
ENSG00000169696.14	ASPSCR1	12097	5.45
ENSG00000162174.11	ASRGL1	4586	0.624
ENSG00000130707.16	ASS1	3050	0.377
ENSG00000034533.10	ASTE1	3427	17.415
ENSG00000188886.3	ASTL	1654	40.623
ENSG00000152092.14	ASTN1	9201	0.239
ENSG00000148219.15	ASTN2	8290	12.725
ENSG00000064102.13	ASUN	3345	23.721
ENSG00000171456.15	ASXL1	9454	85.856
ENSG00000143970.15	ASXL2	13023	6.147
ENSG00000141431.8	ASXL3	12546	0.413
ENSG00000154438.6	ASZ1	3065	0.758
ENSG00000138138.12	ATAD1	5067	28.626
ENSG00000156802.11	ATAD2	7118	32.596
ENSG00000119778.13	ATAD2B	10492	20.928
ENSG00000197785.12	ATAD3A	3069	12.414
ENSG00000160072.18	ATAD3B	7682	3.011
ENSG00000215915.8	ATAD3C	3976	0.954
ENSG00000176208.7	ATAD5	7075	3.65
ENSG00000137343.16	ATAT1	4035	10.623
ENSG00000167654.16	ATCAY	5403	0.409
ENSG00000107669.16	ATE1	5720	24.123
ENSG00000123268.7	ATF1	2790	39.746
ENSG00000115966.15	ATF2	5751	45.56
ENSG00000162772.15	ATF3	4040	37.89
ENSG00000128272.13	ATF4	2514	513.22
ENSG00000169136.7	ATF5	2954	22.891
ENSG00000118217.5	ATF6	7890	28.849
ENSG00000213676.9	ATF6B	3660	34.12
ENSG00000170653.17	ATF7	7980	17.805
ENSG00000171681.11	ATF7IP	13189	8.69
ENSG00000166669.12	ATF7IP2	6391	27.812
ENSG00000152348.14	ATG10	5449	15.046
ENSG00000145782.11	ATG12	8888	21.685
ENSG00000175224.15	ATG13	7001	47.198
ENSG00000126775.8	ATG14	5052	32.426
ENSG00000085978.20	ATG16L1	6047	90.016
ENSG00000168010.9	ATG16L2	8617	29.394
